Stars,Description
5.0,"I've been an iPhone user since 2018 or so. This most recent Pixel has finally convinced me to ditch the fruit company (especially after the horrific launch of the iPhone 15) and i'm having a really hard time looking back.The battery life is... just okay. Using things like spotify or maps eats up the battery but I can still make it a full day with about 30% left.The display is wonderful, the adaptive refresh rate absolutely saves Android's somewhat juttery experience.And the camera. Oh my, the camera. I've attached two photos i've taken using it's portrait mode with no altercations or adjustments in post, and it's simply incredible.If you've got the money to spend, this is the android to get."
5.0,"Upgraded from Pixel 5 to Pixel 8 pro... HUGE difference. Phone is fast, battery lasts all day and charges to full in 30 min with 30w charger bought seperately, I read lots of people saying its too big for one handed use but I am over 6' tall and feel that the size is perfect, best part is the continous improvements and support for the next 7 years, some people also said it gets hot, it did for me when i opened it using for setup but has not happened again since except on the charger so nothing abnormal, I also love the front finger print scanner and face unlock, great buy for anyone!"
4.0,"The phone is very good looking and feels great holding in hands. However, the heating is really bad. 20 minutes on youtube and I can feel the edge being noticeably hotter than my hands. Battery life is decent, but I can tell the battery will not last long. I had to return it and get an iphone."
5.0,I've been a pixel user for years now and really liked the pro 8
5.0,"Es un teléfono espectacular pero vale la pena si lo consigues con descuento, a precio base puede ser que quieras compararlo con otros teléfonos de la misma gamma."
4.0,Overall very good.I have large hands and still find this phone to be large and cumbersome to use.
3.0,"Battery life:The Pixel 8 Pro's battery life is the most inconsistent variable in the phone. I got 5 hours of SOT that landed me on 68 percent, but the next day it was 2 hours of SOT with 47 percent by the end of the day. The phone while being used has great battery life, but the idle consumption with 5G on kills the phone super fast. Yes this is the reason why its only three stars.fingerprint reader:The fingerprint reader is great on this phone, and it has a night-and-day difference after coming from the Pixel 6, but the screen protector that I got made it very inconsistent. (not the phone's fault)Value for money:The Pixel 8 pro features are gimmicks that don't justify the price difference from the normal Pixel 8 so go for the normal 8 and save some money."
3.0,"No matter how hard I try, I'm getting no notifications from twitter no matter what. I easily received notifications from all my other phones except this one. First time getting google pixel. Camera quality is good, and no lag while gaming, but this one defect really upset me :("
3.0,"Phone has a bright screen, great camera and is very responsive. But it has artificial intelligence and they should capitalize the word artificial because the phone's constantly trying to get ahead of you. And you have a lot of pop-up ads and stuff happening that you really don't need. For instance, the microphone doesn't turn off when you quit talking so anything in the background gets recorded. It just really actually takes some getting used to. This is not your your Grandad's Android. This is an Android on steroids. I'm going to give it some time."
5.0,Hasta ahora todo de maravilla. Vale lo que pagas!
5.0,"Been using Google phones since the beginning, I usually use them until they no longer support security updates usually around the years, no unwanted apps or bloat, I've always payed full price to avoid the financing option and have never had insurance, these phone are pretty tough."
2.0,"Things I like:-$800 good price-7 years of support-fantastic camera system-great battery life-speakers sound goodThings I dont like-no sd card slot-audio source switcher nonexistant-cant customize navigation buttons-changing the brightness is a hassle-gallery app is mega garbage; cant sort or group photos, cant nest folders, cant change cover photo of album, cant change size of thumbnails, cant sort by media type-phone is making random calls without input and playing audio in the bg with no apps openI've come from using Samsungs for nearly the past decade and decided to switch it up since Im not really fond of what Samsung is doing with their latest phones. The stock Android experience is just awful, and feels like an iPhone with how pittle customization and control you have. Now I can hear you through the screen saying ,""just root your phone and do what you want."" No, I should not have to go through hoops to have features that I have become accustomed to. It feels like Google put way too much time and effort into the AI features that I am not reaply going to ever use and forgot all about the things that make a phone pleasant to use. We as a society have severely reduced our expectations and accepted that ""things just are"", but I promise you that they aren't, and we can vote with our wallets to make a substantial difference."
3.0,Cannot individualize text notifications. Other features are a lot more difficult to find or navigate. Not what I expected from a fairly expensive phone. My old Samsung was much much easier. The only reason I gave a 3 star rating was because of the camera and software.
3.0,"I have had a Pixel ever since the first one, also brought them for our IT users. I love how my entire digital life is tied together. I also loved every time an Apple user was complaining that they had to delete photos to back up their phone.  This was not an issue with Pixel because Pixel had free photo storage until now.  So I upgraded to a Pixel pro and lost my free photo backups, which really sucks.  I will probably start using OneDrive since 1terabite is included in most office packages."
5.0,"Definitely a flagship phone, love the power, secure face unlock, front finger print reader, cameras...I haven't found a use for the temperature sensor, it's kind of a gimmick and too many steps to use.It's too precious to use without a case, which hides the color of the phone, maybe some day I'll change to a clear caseIt's a bit on the spendy side. I got it right when I came out, and got a free Google Watch 2 with it, which I don't like (review under that item). I kinda hate spending this much money on a phone, but at least it's cheaper than an iPhone."
5.0,"Grabbed it on sale and thoroughly impressed!! Very intuitive and has all the features I want and more, glad I got rid of my S23 Ultra"
5.0,This phone fast.
3.0,"I have always assumed pixel phones had the best cameras. This one was not noticeably better than my s22, but it still very good.Build quality seems good and the shade of blue was pleasing.However, I had to factory reset this thing three times in four weeks. I also routinely lost functionality requiring reboot. I'm going to assume it'll get better, but didn't want to bet that purchase price on it.AI features were excellent, loved the texting options."
2.0,"Replaced my four-year-old PXL 4 that I paid $220 for.Pros: Camera, screen brightness, processor.Cons: PXL 8 Pro is a little larger than it had to be. When set to show display by touching screen or picking it up, sometimes it works, sometimes it doesn't. The touch screen has nowhere near the accuracy and sensitivity of my PXL 4, this is even more important with the additional screen real estate and even less understandable considering the price difference. Moving the fingerprint sensor to the front was a bonehead idea in my opinion. Less user friendly and more difficult to use with a screen protector and easier to drop. The first phone I received wouldn't even recognize my print through a screen protector, even after setting the phone for higher sensitivity and the phone had accepted the print. The replacement phone worked.Insufficient upgrades over a four-year-old model to be classified as a ""flagship,"" and cons that should have been eliminated in R&D before the phone was released is inexcusable. Especially for a phone costing at least three times as much as a model from four years ago when you factor in inflation."
5.0,Works great so far. Easy transfer from my old phone so set up was not an issue the phone walks you thru the steps.
5.0,"I've had a good experience with battery life considering I'm not such a demanding user. The camera quality is amazing, I love the screen brightness in outdoors."
5.0,"The Google Pixel 8 Pro is a flagship smartphone that excels in every aspect. From its camera prowess to its high-performance hardware, the device delivers on its promise of providing a top-tier mobile experience. A smartphone that combines cutting-edge technology with an exceptional camera system, the Google Pixel 8 Pro is undoubtedly a compelling choice that stands out in the crowded smartphone market."
5.0,Bought this one because the unlocked pixel 7pro crapped out on me after just a year so as long as that doesn't happen again I'll stay happy. It's a great phone with a great camera
5.0,Upgraded to the 8Pro from my Galaxy. The battery life is miles above what the Galaxy ever was. The Pixel is fast and I love the color.
5.0,This phone does everything you could expect a phone to do and much more. It does so many things it takes a while to learn everything and the you find even more features. Unbelievable camera and photo editor
5.0,"After a lot of missed marks, this phone finally made the wife happy! No longer i have to endure the days of ""This camera is bad"" and ""battery doesn't last much"".Sorry if I don't offer a more in depth review, but I don't care for cell phones much. I do appreciate the peace it brought to our home!"
5.0,I haven't had the phone long. I love everything about the phone. I'm still learning all the features and tricks..so far so good
5.0,Absolutely love the Pixel line and the Pixel 8 Pro is awesome! The camera is way better than on my old Samsung. Speed is good and battery life has been good so far. Bonus is that you can use the built-in eSIM and put another SIM in the tray... 2 phone number on one phone!
5.0,"Was time, past time really, to get new phones. Picked “generic” Pixel 8 Pro for several reasons.  Not tied to any phone carrier. I like that!  Camera is excellent, phone size is a little bigger than I need, but, is not too big.  Reasonable size and still fits nicely in your hand and/or pocket/purse.  No extra apps.  Very configurable. Sometimes a little too configurable, but, lots of documentation to help you.  Lastly, I really like Google’s 8-year promise for updates.  I do not change phones often.  Old phones were Samsung S9s."
5.0,Went from LG to Google. Took a little while to get used to the differences but I think I'm loving it. It has great photos and it stands up to how much I use my phone. I'm just hoping it will last 3 years like the LG phone did.
4.0,Good phone nice features but overpriced
4.0,"Coming from a Google Pixel 7 pro, I must say the screen is outstanding... The interface feels faster than the pixel 7 pro. I absolutely love the phone. Bay all the way... 😊"
3.0,I had some hairline scratches and those cause a lot of screen breakings. I hope not a lot of other used phones are not like that.
3.0,"I used the Galaxy S20FE before using the Pixel 8pro.I wouldn't have bought it if they hadn't given me the Pixel watch 2.The Pixel has finally taken shape as a phone.There are many things that need to be fixed in the future, such as software bugs, support for folders on the app item screen instead of the front screen, and the back of the phone burning when charging wirelessly.However, looking into the future, it appears that a normal mobile phone will be released in about 5 years and will take a large share of Galaxy's market share.Work harder, Pixel managers!from a korean person"
5.0,"Omg, I'm so glad I waited for this phone. I originally purchased a 7 and the battery life was trash. I returned it and decided to wait to see if Google would fix that issue. And yes they did! So glad they did, am completely satisfied with my purchase and it came with the watch. Pairs seamlessly with the buds and watch!"
1.0,"Viaje a Estados Unidos en octubre, aprovechando el viaje, quería comprar un Pixel 7 Pro. Me encontré con la oferta de lanzamiento del Pixel 8 Pro y el Pixel watch 2, al volver a mi País, note que mi teléfono no conectaba a la Red 5G, consulte con el operador y este me dijo que  el Pixel 8 Pro es compatible con los servicios 5G de la red. Al consultar en la página de Google, confirme que, efectivamente, el teléfono es compatible, pero es Google, quien decide inhabilitar esta tecnología (Por la cual pague), en países donde el teléfono no tiene venta oficial. Lo que es peor, vienen con esta práctica desde el Pixel 4 5G. Un mal chiste. Hubiese devuelto el teléfono de inmediato de haber contado con la información. Amazon debería activamente advertir a los compradores viajeros para minimizar las malas experiencias.En cuanto al Pixel Watch 2 y sus funciones de salud no son nada versus a las de samsung y su Galaxy Watch, Google te cobra por todo, incluso limita el uso de las funciones del reloj en otros países.Traducido con bardI traveled to the United States in October, and I wanted to take advantage of the trip to buy a Pixel 7 Pro. I found the launch offer for the Pixel 8 Pro and the Pixel Watch 2. When I returned to my country, I noticed that my phone could not connect to the 5G network. I consulted with my carrier, and they told me that the Pixel 8 Pro is compatible with the carrier's 5G services. When I consulted Google's website, I confirmed that the phone is indeed compatible, but Google decides to disable this technology (for which I paid) in countries where the phone is not officially sold. What's worse, they have been doing this since the Pixel 4 5G. It's a bad joke. I would have returned the phone immediately if I had had the information. Amazon should actively warn traveling buyers to minimize bad experiences.As for the Pixel Watch 2 and its health features, they are nothing compared to Samsung's Galaxy Watch. Google charges you for everything, even limiting the use of the watch's features in other countries."
4.0,Good
5.0,"Had it for 2-3 days now and I really only bought it for the feedback I've seen on the camera.  Here's a pic I took yesterday.  I'm really happy with it.Btw, there a NO enhancements on this picture... I thought about adding some but it just doesn't need it."
1.0,"I really wanted to love this phone, but I cannot recommend it based on my poor experience. I don't know if I received a defective example or if there is a bigger quality issue. When I received my phone I proceeded with the usual setup and data transfer from my old Samsung. All the apps moved over without a hitch, but the transfer failed on moving over my pictures. There was nothing that worked, not even a hard reset would make it happen. I did not want to download apps to do it so the option was to download my pictures to Google drive and then to the phone. The issue is, Google only gives you so much space for free before you have to pay and mine was filling up fast, to the point that now Google was asking me to pay for more storage. Not good, and I am wondering if this is a ploy to make more money... Other problems continued to happen as well. The screen rotate function would not work even though the functions were turned on. The screen lock wake up to touch would not work even when the function was turned on. The camera app would be slow to engage to take a photo, literally 3-5 second delay before you could take a photo. Sometimes the camera app would open, but then close for no apparent reason. Google maps would stop responding when a route selected, literally no response to touch whatsoever. A hard reset would fix one or the other issue, but not all. Another hard reset would again fix one issue, but not the other. I contacted Google support, but all they could offer is another hard reset or a replacement under warranty, but they could not guarantee if the phone would be brand new or refurbished. I decided to return my Pro 8 and have no choice but try my luck with another device. Wanted to love my Pro 8, but it left me disappointed."
5.0,Took longer than stated but it finally reached and I'm in live with it. Good purchase 👌🏾
5.0,This is by far the best phone I've had! I still find new things for it every day!
5.0,"I am in love with this phone. It was so easy to set up, I used Smart-Switch. This phone is the most responsive smart phone I've ever had. It easily connected to my Bluetooth devices. I've always had Samsung phones, this one is so much better. If you're looking for a new phone, I highly recommend Google Pixel."
